project,STYLE,TOTAL_EXPERIMENTAL,TOTAL_INPUT_VALIDATION_BUGS,TOTAL_CORRECTNESS,TOTAL_SECURITY_REST,TOTAL_BAD_PRACTICE,TOTAL_I18N,CORRECTNESS,SECURITY_REST,TOTAL_PERFORMANCE,MALICIOUS_CODE,BAD_PRACTICE,TOTAL_MALICIOUS_CODE,MT_CORRECTNESS,I18N,PERFORMANCE,TOTAL_STYLE,TOTAL_MT_CORRECTNESS,INPUT_VALIDATION_BUGS,EXPERIMENTAL 
org.ow2.jasmine||vmmapi,NA,NA,NA,NA,NA,7,NA,NA,NA,4,2,2,6,NA,NA,1,NA,NA,NA,NA
xdoclet-plugins||xdoclet-plugin-externalizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.camel||camel-hdfs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jasig||ConfluenceIrcLogger,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,1,4,1,NA,NA,NA,2,NA,1
net.sf.m-m-m||mmm-content-parser-impl-text,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.directory.server||apacheds-core-avl,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
com.googlecode.rocoto||rocoto,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
ca.carleton.gcrc||nunaliit2-gpx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.fusesource.maven.doxia||doxia-converter,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,4,3,8,NA,NA,NA,NA,NA,NA,NA
org.mortbay.jetty.testwars||dummy-java11-lib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||virtualbox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.nakedobjects||applib,1,NA,NA,3,NA,28,NA,1,NA,6,14,5,81,2,NA,1,6,12,NA,NA
org.codehaus.service-conduit||sca4j-mock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ow2.petals||petals-commons,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
org.codehaus.fabric3||fabric3-spi,2,NA,NA,19,NA,116,98,2,NA,16,7,18,67,NA,9,5,6,NA,NA,NA
org.jvnet.hudson.plugins||ccm,NA,7,NA,2,NA,4,6,2,NA,NA,2,2,4,NA,3,NA,NA,NA,NA,3
org.99soft.guice.sli4j||sli4j-log4j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse.tycho||tycho-p2-plugin,4,NA,NA,8,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
org.zeroturnaround||spring-mvc-jr-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stxx||stxx,11,NA,NA,8,NA,15,5,4,NA,14,2,8,4,1,5,8,22,2,NA,NA
org.grails||grails-docs,NA,NA,NA,NA,NA,30,NA,NA,NA,211,1,2,21,NA,NA,52,NA,NA,NA,NA
net.sourceforge.jenesis4java||jenesis4java,16,NA,NA,1,NA,8,7,1,NA,5,5,6,7,2,3,5,28,6,NA,NA
org.apache.sling||org.apache.sling.servlets.get,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,5,NA,NA,2,5,NA,NA,NA
commons-jelly||commons-jelly-tags-velocity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.madgag||mini-git-server-sshd,2,NA,NA,NA,NA,20,NA,NA,NA,NA,1,3,4,4,NA,NA,8,16,NA,NA
org.apache.portals.bridges||portals-bridges-groovy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.fabric3||fabric3-ftp-spi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.springframework.webflow||org.springframework.faces,NA,NA,NA,NA,NA,21,NA,NA,NA,24,1,4,6,NA,NA,6,NA,NA,NA,NA
org.apache.felix||org.apache.felix.main,77,45,NA,334,NA,408,675,25,NA,259,83,25,1236,48,36,16,813,586,NA,2
net.sourceforge.jadex||jadex-platform-base,16,NA,NA,4,NA,32,9,2,NA,53,45,12,109,11,3,31,40,33,NA,NA
org.mule.modules||mule-module-cxf,5,NA,NA,NA,NA,NA,9,NA,NA,9,1,NA,8,1,1,1,44,4,NA,NA
org.objectweb.fractal.fscript||fscript-console,NA,9,NA,NA,NA,7,24,NA,NA,7,3,2,12,NA,5,1,NA,NA,NA,3
com.googlecode.jdbc-proc.jdbc-proc||jdbc-proc-daofactory,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,21,NA,NA,1,NA,NA,NA,NA
org.jvnet.hudson.plugins||speaks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.ant||ant-jmf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.spiffyui||spiffyui,2,NA,NA,3,NA,NA,18,1,NA,31,1,NA,3,1,6,11,6,3,NA,NA
org.apache.vysper.extensions||xep0045-muc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.openengsb.connector||openengsb-connector-gcalendar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.wicketopia||wicketopia-hibernate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.cocoon||cocoon-thread-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.sonatype.restsimple||restsimple-webdriver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.java-sql-generator||org.java-sql-generator.api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.templateit||templateit,3,NA,NA,6,NA,NA,2,3,NA,2,NA,NA,NA,NA,1,1,6,NA,NA,NA
se.vgregion.javg.poc.schema-versioning||javg-poc-versioning-client-v1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
se.vgregion.javg.poc.schema-versioning||javg-poc-versioning-client-v1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
se.vgregion.javg.poc.schema-versioning||javg-poc-versioning-client-v1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jamon||jamon-anttask,NA,NA,NA,NA,NA,16,16,NA,NA,NA,2,2,8,NA,1,NA,NA,NA,NA,NA
org.sonatype.tycho.p2||p2-touchpoint-mixin-equinox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,12,NA,NA,NA,NA,NA,NA,NA
net.sf.doolin||Doolin-Context,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson||htmlunit,13,2,NA,80,NA,492,83,7,NA,355,8,69,101,6,16,40,115,45,NA,1
org.sourceprojects.xmlparser||xmlparser,NA,10,NA,NA,NA,NA,20,NA,NA,NA,2,NA,10,NA,4,NA,NA,NA,NA,2
org.dasein||dasein-cloud-core,8,3,NA,37,NA,40,1,37,NA,2,69,39,81,2,1,2,8,2,NA,3
org.codehaus.fitnesse-web||maven-fitnesse-server-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.dasein||dasein-jclouds-azure,NA,NA,NA,NA,NA,14,7,NA,NA,2,NA,13,NA,NA,4,2,NA,NA,NA,NA
org.apache.servicemix||servicemix-cxf-se,2,4,NA,4,NA,18,NA,1,NA,NA,2,3,20,NA,NA,NA,7,NA,NA,1
org.apache.myfaces.shared||myfaces-shared-orchestra,9,NA,NA,36,NA,7,30,6,NA,NA,42,3,244,2,7,NA,39,12,NA,NA
org.apache.felix||org.apache.felix.metatype,3,3,NA,NA,NA,4,3,NA,NA,8,24,2,34,3,1,8,7,3,NA,1
net.israfil.foundation||israfil-foundation-notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.liftweb||lift-textile_2.9.0-1,234,1,NA,15,NA,230,6,11,NA,5,22,217,32,119,6,2,393,315,NA,1
org.apache.tuscany.sca||tuscany-implementation-bpel,2,NA,NA,9,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,1,10,NA,NA,NA
tomcat||servlets-manager,1,NA,NA,2,NA,18,NA,1,NA,2,1,6,3,NA,NA,1,2,NA,NA,NA
com.github.searls||jasmine-maven-plugin,1,9,NA,11,NA,2,3,2,NA,NA,1,1,3,NA,1,NA,6,NA,NA,1
tomcat||catalina,165,69,NA,287,NA,680,388,40,NA,671,142,89,1332,141,39,95,1485,1453,NA,9
org.apache.directory.server||apacheds-xdbm-partition,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,9,NA,NA,1,9,NA,NA
org.ow2.petals||petals-kernel-wsapi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,NA,NA,NA,NA,NA,NA,NA
directory-asn1||asn1-codec,NA,NA,NA,NA,NA,NA,9,NA,NA,6,NA,NA,NA,NA,2,2,NA,NA,NA,NA
net.sf.doolin||Doolin-Tabular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
commons-jelly||commons-jelly-tags-swing,NA,NA,NA,12,NA,6,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.poi||poi-ooxml,28,23,NA,120,NA,128,44,18,NA,95,19,21,162,NA,4,34,146,NA,NA,4
org.apache.servicemix.bundles||org.apache.servicemix.bundles.spymemcached,6,NA,NA,8,NA,2,26,1,NA,16,5,1,10,2,12,3,12,4,NA,NA
plexus||plexus-mail-sender-test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mule||mule-udp-provider,3,NA,NA,NA,NA,NA,14,NA,NA,NA,2,NA,20,NA,2,NA,20,NA,NA,NA
eu.cedarsoft.devtools||core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.googlecode.flyway||flyway-sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dbunit||dbunit,10,7,NA,2,NA,14,86,2,NA,18,22,6,87,7,16,6,19,14,NA,4
org.nuiton.thirdparty||webstart-maven-plugin,NA,NA,NA,18,NA,9,6,6,NA,18,1,3,3,NA,2,6,NA,NA,NA,NA
org.codehaus.wadi||wadi-aop,12,NA,NA,NA,NA,92,NA,NA,NA,30,7,13,63,NA,NA,1,13,NA,NA,NA
dentaku||dentaku-qtags-cartridge,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
org.api-typeable-pojos||atp-spi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||testlink,1,4,NA,2,NA,NA,6,1,NA,NA,3,NA,8,NA,3,NA,2,NA,NA,2
org.apache.aries.application||org.apache.aries.application.resolver.obr,3,NA,NA,NA,NA,1,4,NA,NA,1,7,1,9,NA,3,1,3,NA,NA,NA
org.openl||org.openl.eclipse.ui,10,NA,NA,18,NA,NA,NA,2,NA,9,2,NA,18,1,NA,1,90,9,NA,NA
milyn||sac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.sourceforge.jadex||jadex-kernel-micro,2,NA,NA,NA,NA,3,NA,NA,NA,NA,6,1,14,1,NA,NA,6,2,NA,NA
cocoon||cocoon-jxforms,NA,NA,NA,2,NA,4,NA,1,NA,32,3,2,6,NA,NA,16,NA,NA,NA,NA
org.spockframework||spock-maven,NA,NA,NA,20,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.mojo.groovy||groovy-mojo-tools,3,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,2,1,7,NA,NA,NA
org.fusesource.wikitext||textile-core,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA
swt||swt-gtk-mozilla,5,NA,NA,NA,NA,193,1,NA,NA,NA,1,101,1,NA,1,NA,10,NA,NA,NA
org.apache.uima||uimaj-as-core,14,NA,NA,2,NA,6,13,2,NA,4,6,6,6,6,12,4,14,7,NA,NA
it.tidalwave.metadata||it-tidalwave-metadata-tiff-persistence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.plexus.redback||redback-rbac-role-manager,34,8,NA,116,NA,6,8,19,NA,24,NA,3,NA,NA,1,3,200,NA,NA,1
oscube||oscube,NA,3,NA,2,NA,3,3,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1
swt||jface,32,3,NA,28,NA,55,NA,10,NA,39,17,19,39,1,NA,18,71,3,NA,1
org.ow2.jonas.autostart.plugin||builder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.disy.wps||wps-proxy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.ogc||sld-v_1_0_0-schema,51,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,102,NA,NA,NA
org.jvnet.ogc||ows-v_0_4_0-schema,28,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,56,NA,NA,NA
org.apache.oodt||cas-fm-browser,NA,2,NA,2,NA,12,NA,1,NA,24,NA,6,NA,NA,NA,12,NA,NA,NA,1
org.soitoolkit.refapps.sd||soitoolkit-refapps-sample-schemas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.carrotsearch||junit-benchmarks,2,10,NA,NA,NA,8,NA,NA,NA,NA,1,8,1,NA,NA,NA,2,NA,NA,10
org.kuali.maven.impex||jdbc-support,NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,NA,9,NA,1,NA,NA,NA,NA,1
org.codehaus.jremoting||jremoting-tools,2,NA,NA,3,NA,NA,NA,1,NA,NA,3,NA,9,NA,NA,NA,6,NA,NA,NA
net.liftweb||lift-mongodb_2.8.0,10,NA,NA,NA,NA,119,NA,NA,NA,44,NA,6,NA,3,NA,1,173,27,NA,NA
net.liftweb||lift-mongodb_2.8.1,9,NA,NA,NA,NA,25,NA,NA,NA,10,NA,5,NA,NA,NA,1,45,NA,NA,NA
org.codehaus.redback.components.cache||spring-cache-api,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA
org.apithefire||apithefire-servlet-wicket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.sonar-plugins||sonar-taglist-plugin,NA,NA,NA,2,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
org.codehaus.sonar||sonar-maven3-plugin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.examples||org.apache.servicemix.examples.itests.cxf-ws-security-osgi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.pojomatic||pojomatic-test-utils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.easytesting||fest-swing-testng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.maven||maven-plugin-tools-model,6,NA,NA,6,NA,4,6,1,NA,NA,NA,2,NA,NA,1,NA,12,NA,NA,NA
org.datanucleus||datanucleus-rdbms,139,258,NA,1224,NA,1275,252,83,NA,2955,71,145,1092,37,12,174,2175,1085,NA,6
org.codehaus.httpcache4j.storage||storage-h2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.specs||org.apache.servicemix.specs.java-persistence-api-1.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
geronimo-spec||geronimo-spec-jsp,1,NA,NA,NA,NA,15,NA,NA,NA,NA,8,3,55,NA,NA,NA,5,NA,NA,NA
org.mortbay.jetty||jetty-webapp-logging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.portals.bridges||portals-bridges-struts,1,NA,NA,2,NA,22,NA,1,NA,NA,NA,11,NA,NA,NA,NA,2,NA,NA,NA
org.apache.chemistry.opencmis||chemistry-opencmis-commons-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||locked-files-report,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eobjects.datacleaner||DataCleaner-phonetic-similarity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.xmlrpc||xmlrpc-common,NA,NA,NA,16,NA,NA,5,3,NA,2,NA,NA,NA,3,1,1,NA,6,NA,NA
com.payneteasy.superfly||superfly-service,2,NA,NA,13,NA,NA,24,1,NA,45,4,NA,52,1,2,6,10,13,NA,NA
org.codehaus.service-conduit||sca4j-generic-webapp-api,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.atmosphere||atmosphere-annotations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codeartisans.qipki||qipki-commons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.cedarsoft.commons||provider,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.liftweb||lift-paypal,18,NA,NA,NA,NA,300,20,NA,NA,NA,NA,15,NA,NA,1,NA,360,NA,NA,NA
org.testatoo.container||testatoo-container-grizzly,63,7,NA,35,NA,52,56,32,NA,43,103,44,103,19,39,43,65,19,NA,7
org.apache.struts||struts2-portlet-plugin,4,NA,NA,NA,NA,56,NA,NA,NA,9,NA,8,NA,NA,NA,3,26,NA,NA,NA
org.codehaus.mojo||antlr3-maven-plugin,3,NA,NA,6,NA,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA
org.sonatype.appbooter.plexus-booters||plexus-bundle-booter,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
org.eclipse.jdt.junit4||runtime,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
joda-time||joda-time-hibernate,NA,NA,NA,5,NA,14,NA,2,NA,2,15,14,60,NA,NA,2,NA,NA,NA,NA
net.sf.jt400||jt400-full,344,269,NA,627,NA,2531,553,63,NA,1490,456,288,3862,312,46,182,2936,2733,NA,30
org.apache.karaf.diagnostic||org.apache.karaf.diagnostic.common,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.portals.applications||apa-rss-jar,NA,NA,NA,NA,NA,6,10,NA,NA,10,NA,3,NA,NA,3,4,NA,NA,NA,NA
org.jmock||jmock-script,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.maven||maven-plugin-tools-java,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.spiffyui||spiffyuitasks,1,NA,NA,NA,NA,9,6,NA,NA,4,NA,6,NA,3,4,3,1,9,NA,NA
org.nakedobjects||nos-remoting-command,4,NA,NA,NA,NA,NA,4,NA,NA,8,20,NA,40,11,1,4,8,22,NA,NA
org.codehaus.openxma||xmapack,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.plexus||plexus-appserver-runtime-builder,7,18,NA,72,NA,21,185,17,NA,10,12,4,48,6,15,1,50,45,NA,3
org.apache.servicemix.geronimo||deployer-service,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse.equinox||registry,14,NA,NA,4,NA,6,NA,2,NA,12,10,3,21,NA,NA,6,28,NA,NA,NA
net.sf.staccatocommons||commons-restrictions-instrument,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plexus||maven-plexus-plugin,4,NA,NA,NA,NA,4,8,NA,NA,NA,3,1,12,6,2,NA,16,24,NA,NA
org.jclouds||jclouds-gogrid,NA,NA,NA,14,NA,2,NA,7,NA,NA,10,1,20,NA,NA,NA,NA,NA,NA,NA
org.apache.tuscany.sca||tuscany-sca-api-extension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.tiles||tiles-core,1,NA,NA,24,NA,97,NA,6,NA,128,4,29,32,NA,NA,31,8,NA,NA,NA
org.picocontainer||picocontainer-debug,8,NA,NA,22,NA,359,11,2,NA,110,6,34,66,3,1,10,88,20,NA,NA
org.codehaus.service-conduit||sca4j-timer-quartz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jpox||jpox-db4o,5,NA,NA,2,NA,1,3,2,NA,19,NA,1,NA,NA,1,13,5,NA,NA,NA
springframework||spring-dao,7,3,NA,2,NA,161,8,1,NA,21,27,12,255,1,1,3,84,3,NA,1
com.healthmarketscience.jackcess||jackcess-encrypt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.servicemix.bundles||org.apache.servicemix.bundles.cglib,13,NA,NA,18,NA,68,8,3,NA,72,17,10,134,NA,1,10,98,NA,NA,NA
org.ow2.orchestra||orchestra,10,NA,NA,4,NA,9,1,4,NA,6,6,9,6,NA,1,6,10,NA,NA,NA
org.apache.lucene||lucene-benchmark,28,NA,NA,13,NA,211,260,2,NA,86,24,23,215,22,19,11,218,147,NA,NA
org.codehaus.mojo.webstart||webstart-jnlp-servlet,7,NA,NA,6,NA,22,2,2,NA,6,10,11,20,NA,1,3,14,NA,NA,NA
org.unitils||unitils-core,7,NA,NA,NA,NA,10,32,NA,NA,4,1,5,2,NA,10,2,14,NA,NA,NA
org.apache.ace||org.apache.ace.identification.ifconfig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
de.devsurf.injection.guice.scanner||de.devsurf.injection.guice.scanner.core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.eclipse.jetty||jetty-nested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
net.databinder||databinder-auth-components,NA,NA,NA,NA,NA,NA,36,NA,NA,1,NA,NA,NA,NA,6,1,NA,NA,NA,NA
activemq||activemq-transport-http,NA,NA,NA,2,NA,7,7,1,NA,NA,NA,1,NA,2,1,NA,NA,14,NA,NA
org.robotframework||robotframework,1681,16,NA,224,NA,7676,136,54,NA,576,311,2307,1252,26,33,135,7003,104,NA,3
org.apache.ace||org.apache.ace.obr.servlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xmlbeans||xbean,119,38,NA,190,NA,401,275,45,NA,312,78,73,423,18,49,66,573,92,NA,7
com.jakewharton||trakt-java,NA,NA,NA,65,NA,8,8,38,NA,2,11,4,15,1,4,2,NA,2,NA,NA
com.dtrules||kidaid_app,34,11,NA,22,NA,34,20,22,NA,60,37,32,37,NA,17,60,37,NA,NA,10
org.codehaus.plexus.redback.old||redback-taglib,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.plexus.redback||redback-keys-cached,NA,NA,NA,56,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.ops4j.base||ops4j-base,3,18,NA,6,NA,22,46,1,NA,6,6,6,22,3,8,1,19,13,NA,4
org.mortbay.jetty||jetty-monitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.jvnet.hudson.plugins||cron_column,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.openwebbeans||openwebbeans-tomcat7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.apache.ace||org.apache.ace.client.automation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uk.co.jemos.protomak||ant-protomak-task,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.madgag||org.eclipse.jgit.ui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
com.google.api.client||google-api-data-analytics-v2-atom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
org.codehaus.fabric3||fabric3-databinding-jaxb-provision,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
